Date,Region,Category,CustomerSegment,UnitsSold,Revenue,MarketingSpend,DiscountPct,Profit,ProfitMargin
2025-04-01,West,Sports,Consumer,378,18672.6,878.45,14.73,3436.62,18.4
2025-04-01,West,Books,Corporate,144,8102.46,748.81,18.09,2766.03,34.14
2025-05-01,North,Electronics,Corporate,1265,53848.81,4544.3,11.88,5869.08,10.9
2025-05-01,North,Clothing,Corporate,783,38080.22,1708.85,13.42,10357.19,27.2
2025-05-01,North,Home & Garden,Consumer,444,29228.59,2589.38,5.27,6552.46,22.42
2025-05-01,North,Sports,Corporate,242,21143.87,1295.62,14.57,4264.27,20.17
2025-05-01,North,Books,Consumer,131,11745.59,683.83,17.55,3729.6,31.75
2025-05-01,South,Electronics,Consumer,732,49641.58,3539.14,17.54,6144.75,12.38
2025-05-01,South,Clothing,Consumer,305,27497.69,2524.1,11.55,8431.93,30.66
2025-05-01,South,Home & Garden,Small Business,604,21785.62,2260.34,15.69,5258.59,24.14
2025-05-01,South,Sports,Consumer,329,17085.95,1675.41,17.43,3395.47,19.87
2025-05-01,South,Books,Corporate,200,10591.9,603.02,11.9,3232.61,30.52
2025-05-01,East,Electronics,Small Business,1151,43613.22,4013.44,6.66,8222.24,18.85
2025-05-01,East,Clothing,Consumer,437,36097.23,1912.18,11.48,10125.35,28.05
2025-05-01,East,Home & Garden,Consumer,296,25087.81,1115.28,17.81,4735.36,18.88
2025-05-01,East,Sports,Corporate,237,20801.25,2156.55,16.88,4251.88,20.44
2025-05-01,East,Books,Small Business,131,7998.86,497.42,15.39,2552.98,31.92
2025-05-01,West,Electronics,Corporate,643,45310.26,3218.69,20.06,7216.26,15.93
2025-05-01,West,Clothing,Small Business,471,27380.24,1294.97,3.99,10217.15,37.32
2025-05-01,West,Home & Garden,Consumer,289,21083.11,1729.78,12.22,5991.77,28.42
2025-05-01,West,Sports,Small Business,436,16456.78,1202.57,5.4,3471.08,21.09
2025-05-01,West,Books,Consumer,115,8263.42,522.2,4.97,2748.43,33.26
2025-06-01,North,Electronics,Corporate,1481,52508.03,2120.56,4.71,8222.08,15.66
2025-06-01,North,Clothing,Consumer,360,32683.44,2616.09,2.62,10314.19,31.56
2025-06-01,North,Home & Garden,Consumer,499,27790.03,1333.05,8.24,7713.39,27.76
2025-06-01,North,Sports,Consumer,371,22394.12,1996.62,8.46,3789.41,16.92
2025-06-01,North,Books,Consumer,213,11416.88,942.5,14.54,3332.33,29.19
2025-06-01,South,Electronics,Consumer,1041,43598.05,1925.58,20.06,6396.79,14.67
2025-06-01,South,Clothing,Consumer,395,23782.61,1152.78,8.4,6917.16,29.08
2025-06-01,South,Home & Garden,Consumer,300,22710.78,1472.43,12.84,5557.97,24.47
2025-06-01,South,Sports,Corporate,204,18322.34,1548.73,12.09,4256.49,23.23
2025-06-01,South,Books,Consumer,265,9446.1,457.56,6.28,3158.9,33.44
2025-06-01,East,Electronics,Consumer,1253,47138.24,3790.1,2.59,8344.57,17.7
2025-06-01,East,Clothing,Consumer,381,29141.54,2653.11,16.85,8225.9,28.23
2025-06-01,East,Home & Garden,Corporate,274,22565.69,1386.48,16.6,5911.91,26.2
2025-06-01,East,Sports,Corporate,370,20003.68,2000.96,11.33,4607.63,23.03
2025-06-01,East,Books,Consumer,148,11270.97,1007.52,3.69,3451.26,30.62
2025-06-01,West,Electronics,Consumer,892,39482.31,1973.39,10.46,6791.37,17.2
2025-06-01,West,Clothing,Corporate,765,30068.91,1919.67,18.98,6391.5,21.26
2025-06-01,West,Home & Garden,Consumer,212,20005.38,1648.53,5.83,4696.09,23.47
2025-06-01,West,Sports,Consumer,446,16362.81,1210.71,14.12,3502.09,21.4
2025-06-01,West,Books,Consumer,196,8752.49,373.99,11.56,2662.73,30.42
2025-07-01,North,Electronics,Corporate,488,43421.41,2616.02,19.99,6119.33,14.09
2025-07-01,North,Clothing,Consumer,495,28770.19,2815.72,11.46,8603.47,29.9
2025-07-01,North,Home & Garden,Consumer,311,21007.05,1654.51,12.71,5272.71,25.1
2025-07-01,North,Sports,Consumer,514,19763.99,1208.83,8.06,3897.29,19.72
2025-07-01,North,Books,Consumer,184,7996.83,644.81,15.74,2918.87,36.5
2025-07-01,South,Electronics,Consumer,470,33934.17,2311.75,17.5,6319.76,18.62
2025-07-01,South,Clothing,Consumer,348,23509.81,1722.99,11.47,6893.11,29.32
2025-07-01,South,Home & Garden,Corporate,468,19904.06,2008.28,13.54,4331.72,21.76
2025-07-01,South,Sports,Consumer,375,16478.38,1748.08,10.15,3639.37,22.09
2025-07-01,South,Books,Consumer,150,7830.53,786.56,3.13,2963.49,37.85
2025-07-01,East,Electronics,Small Business,597,38554.63,2922.03,18.87,5978.48,15.51
2025-07-01,East,Clothing,Small Business,396,27471.2,1882.63,14.61,8118.83,29.55
2025-07-01,East,Home & Garden,Corporate,340,20871.02,2082.46,11.24,5302.82,25.41
2025-07-01,East,Sports,Corporate,174,13268.89,1391.2,11.91,2555.92,19.26
2025-07-01,East,Books,Consumer,144,8138.72,496.12,14.04,2352.84,28.91
2025-07-01,West,Electronics,Consumer,704,37094.43,3969.9,16.77,5382.24,14.51
2025-07-01,West,Clothing,Corporate,562,24475.53,2247.67,14.58,7349.26,30.03
2025-07-01,West,Home & Garden,Consumer,478,19273.22,1804.52,13.76,5027.09,26.08
2025-07-01,West,Sports,Corporate,377,14677.59,1005.38,8.28,2809.31,19.14
2025-07-01,West,Books,Consumer,183,7252.6,771.23,2.53,2529.73,34.88
2025-08-01,North,Electronics,Consumer,1185,46677.84,2031.22,16.69,3814.03,8.17
2025-08-01,North,Clothing,Consumer,511,27755.93,1656.21,16.15,7375.95,26.57
2025-08-01,North,Home & Garden,Consumer,343,24406.03,2648.75,5.8,7160.94,29.34
2025-08-01,North,Sports,Corporate,243,17012.92,1738.82,0.0,4176.94,24.55
2025-08-01,North,Books,Corporate,124,9660.66,550.03,9.54,3242.75,33.57
2025-08-01,South,Electronics,Consumer,743,38109.36,2912.01,13.96,4681.54,12.28
2025-08-01,South,Clothing,Consumer,603,23061.68,1938.77,9.95,6122.11,26.55
2025-08-01,South,Home & Garden,Consumer,245,20906.87,1584.3,10.36,5092.37,24.36
2025-08-01,South,Sports,Corporate,407,16733.98,1039.83,7.66,2955.74,17.66
2025-08-01,South,Books,Small Business,120,7334.48,454.26,13.31,2316.74,31.59
2025-08-01,East,Electronics,Corporate,548,41748.4,1930.87,11.48,3021.91,7.24
2025-08-01,East,Clothing,Corporate,287,26699.27,2383.44,16.83,8186.08,30.66
2025-08-01,East,Home & Garden,Consumer,517,21356.2,1299.82,12.99,5328.66,24.95
2025-08-01,East,Sports,Consumer,312,19021.21,1240.25,12.0,4223.25,22.2
2025-08-01,East,Books,Corporate,217,8293.02,546.4,5.9,2643.1,31.87
2025-08-01,West,Electronics,Small Business,612,38732.5,3854.83,15.11,3892.69,10.05
2025-08-01,West,Clothing,Corporate,462,24374.45,2011.93,6.64,7589.48,31.14
2025-08-01,West,Home & Garden,Consumer,217,16864.72,1047.2,6.05,5078.33,30.11
2025-08-01,West,Sports,Consumer,376,14480.63,952.03,15.02,2840.81,19.62
2025-08-01,West,Books,Consumer,106,6839.63,673.59,10.86,1967.07,28.76
2025-09-01,North,Electronics,Corporate,990,62232.13,2532.52,15.92,8270.96,13.29
2025-09-01,North,Clothing,Small Business,548,36298.13,2244.33,15.58,10701.23,29.48
2025-09-01,North,Home & Garden,Consumer,565,28794.82,1394.09,14.96,6570.36,22.82
2025-09-01,North,Sports,Consumer,293,25126.39,1658.89,12.82,5102.04,20.31
2025-09-01,North,Books,Consumer,181,11333.01,1072.4,13.22,2972.8,26.23
2025-09-01,South,Electronics,Consumer,504,40235.87,2252.26,11.48,3872.83,9.63
2025-09-01,South,Clothing,Consumer,728,28776.0,3090.36,13.15,6984.93,24.27
2025-09-01,South,Home & Garden,Consumer,308,21459.0,1069.86,18.41,4967.89,23.15
2025-09-01,South,Sports,Small Business,255,19204.09,1289.97,17.7,3122.05,16.26
2025-09-01,South,Books,Consumer,107,8305.0,501.08,16.94,2465.85,29.69
2025-09-01,East,Electronics,Consumer,481,44445.91,2195.59,22.45,2863.52,6.44
2025-09-01,East,Clothing,Consumer,386,32221.27,2821.73,11.05,8897.17,27.61
2025-09-01,East,Home & Garden,Consumer,457,20533.48,884.44,19.67,3455.37,16.83
2025-09-01,East,Sports,Consumer,216,19976.57,1978.79,9.85,4556.56,22.81
2025-09-01,East,Books,Small Business,126,8901.16,628.33,14.31,2783.92,31.28
2025-09-01,West,Electronics,Consumer,481,38662.02,2060.98,14.13,5342.55,13.82
2025-09-01,West,Clothing,Corporate,424,31144.57,1785.01,11.05,8040.61,25.82
2025-09-01,West,Home & Garden,Consumer,624,22192.15,2086.37,10.43,5296.7,23.87
2025-09-01,West,Sports,Consumer,183,15745.83,984.38,15.02,2847.33,18.08
2025-09-01,West,Books,Consumer,212,8934.07,375.61,22.5,2457.7,27.51
2025-10-01,North,Electronics,Consumer,1466,55269.6,6053.56,11.09,7032.35,12.72
2025-10-01,North,Clothing,Consumer,467,38451.97,3568.29,2.67,13159.17,34.22
2025-10-01,North,Home & Garden,Consumer,466,23017.51,1978.68,16.46,5087.77,22.1
2025-10-01,North,Sports,Corporate,224,20649.9,882.27,9.96,4763.83,23.07
2025-10-01,North,Books,Small Business,161,12945.41,986.04,4.18,4019.55,31.05
2025-10-01,South,Electronics,Consumer,471,38505.93,4091.33,11.05,6718.76,17.45
2025-10-01,South,Clothing,Consumer,550,25392.85,2066.45,11.94,7891.79,31.08
2025-10-01,South,Home & Garden,Corporate,261,21812.21,981.14,0.0,6019.48,27.6
2025-10-01,South,Sports,Consumer,273,20293.79,1907.18,6.64,3383.14,16.67
2025-10-01,South,Books,Consumer,271,9470.13,403.71,13.74,2785.81,29.42
2025-10-01,East,Electronics,Consumer,928,45053.39,4870.97,12.17,4995.08,11.09
2025-10-01,East,Clothing,Corporate,365,28993.83,1162.74,15.4,6939.55,23.93
2025-10-01,East,Home & Garden,Consumer,277,21503.57,1349.79,8.61,4950.79,23.02
2025-10-01,East,Sports,Corporate,300,21166.53,2183.03,9.01,5410.88,25.56
2025-10-01,East,Books,Small Business,228,10275.66,921.24,7.96,3480.12,33.87
2025-10-01,West,Electronics,Corporate,860,45401.51,1950.88,15.25,4047.58,8.92
2025-10-01,West,Clothing,Corporate,403,26379.99,2004.08,13.25,7873.07,29.84
2025-10-01,West,Home & Garden,Corporate,233,21070.6,1871.17,10.4,6166.66,29.27
2025-10-01,West,Sports,Consumer,221,18428.08,1090.67,14.11,3334.14,18.09
2025-10-01,West,Books,Corporate,101,7978.07,865.59,14.2,2638.95,33.08
2025-11-01,North,Electronics,Consumer,1688,75603.94,5037.96,15.34,11706.14,15.48
2025-11-01,North,Clothing,Corporate,697,53850.49,2248.99,4.41,15942.83,29.61
2025-11-01,North,Home & Garden,Consumer,631,41206.7,1797.3,12.25,10475.5,25.42
2025-11-01,North,Sports,Small Business,781,33507.91,3216.77,1.23,9020.82,26.92
2025-11-01,North,Books,Consumer,179,15587.22,939.96,7.69,5591.75,35.87
2025-11-01,South,Electronics,Consumer,734,65567.61,5490.71,18.06,8763.66,13.37
2025-11-01,South,Clothing,Corporate,774,40425.0,3170.13,12.72,10145.38,25.1
2025-11-01,South,Home & Garden,Corporate,746,29187.63,1850.01,8.85,8448.38,28.95
2025-11-01,South,Sports,Small Business,466,25630.76,2255.02,3.46,5765.21,22.49
2025-11-01,South,Books,Consumer,273,12802.01,1087.16,17.59,4361.57,34.07
2025-11-01,East,Electronics,Consumer,1295,66776.27,3969.83,13.3,10043.78,15.04
2025-11-01,East,Clothing,Corporate,579,45861.2,3499.63,10.85,11911.48,25.97
2025-11-01,East,Home & Garden,Consumer,606,30831.79,2091.41,7.35,7567.34,24.54
2025-11-01,East,Sports,Consumer,367,26164.94,1573.1,13.04,5310.73,20.3
2025-11-01,East,Books,Consumer,195,14151.49,1159.48,10.64,3949.5,27.91
2025-11-01,West,Electronics,Corporate,816,63124.07,6789.06,16.06,6147.09,9.74
2025-11-01,West,Clothing,Consumer,413,35919.26,2939.52,7.41,11289.67,31.43
2025-11-01,West,Home & Garden,Consumer,535,31851.65,2584.16,17.24,8070.5,25.34
2025-11-01,West,Sports,Consumer,241,22261.76,1592.11,14.57,5120.58,23.0
2025-11-01,West,Books,Corporate,304,12345.59,1074.96,11.88,3816.3,30.91
2025-12-01,North,Electronics,Corporate,1226,74842.26,4349.07,16.13,13778.22,18.41
2025-12-01,North,Clothing,Small Business,1193,55998.01,3188.61,9.49,16768.56,29.94
2025-12-01,North,Home & Garden,Corporate,745,37135.59,2189.38,8.55,8999.54,24.23
2025-12-01,North,Sports,Corporate,332,30560.02,2520.32,9.1,6719.63,21.99
2025-12-01,North,Books,Corporate,249,16856.02,1774.77,14.36,5417.31,32.14
2025-12-01,South,Electronics,Small Business,983,56296.73,5159.83,8.18,8815.36,15.66
2025-12-01,South,Clothing,Corporate,792,45231.24,2660.49,23.82,11654.12,25.77
2025-12-01,South,Home & Garden,Consumer,448,34618.7,2485.77,5.31,9515.53,27.49
2025-12-01,South,Sports,Consumer,799,31047.14,3276.7,8.17,6178.79,19.9
2025-12-01,South,Books,Consumer,373,14310.04,594.35,12.13,3663.79,25.6
2025-12-01,East,Electronics,Consumer,1311,66336.17,5695.77,19.22,7560.77,11.4
2025-12-01,East,Clothing,Corporate,537,45009.98,2385.32,15.95,12708.39,28.23
2025-12-01,East,Home & Garden,Consumer,704,35215.8,2172.34,8.94,11679.55,33.17
2025-12-01,East,Sports,Small Business,609,32544.54,2107.76,14.41,6938.17,21.32
2025-12-01,East,Books,Corporate,224,14650.18,949.47,13.64,4427.1,30.22
2025-12-01,West,Electronics,Corporate,730,55162.89,4149.31,13.84,7120.53,12.91
2025-12-01,West,Clothing,Consumer,569,40789.46,2885.64,15.03,11792.49,28.91
2025-12-01,West,Home & Garden,Consumer,639,28708.87,2542.93,9.91,6643.46,23.14
2025-12-01,West,Sports,Consumer,612,27349.66,2079.81,16.59,4620.34,16.89
2025-12-01,West,Books,Consumer,229,11407.51,633.86,24.13,3314.89,29.06
